snr,class,model,mse
30,0,V2,0.003490158
30,0,V1,0.0034636208
30,0,V2,0.0034901584
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636222
30,0,V2,0.0034901588
30,0,V1,0.0034636217
30,0,V2,0.0034901588
30,0,V1,0.0034636213
30,0,V2,0.0034901581
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.003490158
30,0,V1,0.003463621
30,0,V2,0.0034901577
30,0,V1,0.0034636215
30,0,V2,0.0034901588
30,0,V1,0.0034636217
30,0,V2,0.003490158
30,0,V1,0.0034636213
30,0,V2,0.0034901588
30,0,V1,0.0034636215
30,0,V2,0.0034901586
30,0,V1,0.003463622
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.003490158
30,0,V1,0.0034636222
30,0,V2,0.0034901588
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.0034636222
30,0,V2,0.003490158
30,0,V1,0.0034636217
30,0,V2,0.0034901581
30,0,V1,0.0034636217
30,0,V2,0.0034901588
30,0,V1,0.0034636213
30,0,V2,0.0034901588
30,0,V1,0.0034636215
30,0,V2,0.0034901588
30,0,V1,0.0034636222
30,0,V2,0.0034901581
30,0,V1,0.0034636215
30,0,V2,0.0034901586
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901586
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901581
30,0,V1,0.0034636217
30,0,V2,0.0034901588
30,0,V1,0.0034636213
30,0,V2,0.0034901577
30,0,V1,0.0034636215
30,0,V2,0.0034901588
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901581
30,0,V1,0.0034636213
30,0,V2,0.0034901588
30,0,V1,0.0034636215
30,0,V2,0.0034901588
30,0,V1,0.003463621
30,0,V2,0.003490158
30,0,V1,0.0034636213
30,0,V2,0.0034901588
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901581
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.003490158
30,0,V1,0.0034636215
30,0,V2,0.003490158
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.0034636222
30,0,V2,0.0034901586
30,0,V1,0.003463621
30,0,V2,0.0034901586
30,0,V1,0.0034636213
30,0,V2,0.0034901588
30,0,V1,0.0034636222
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636215
30,0,V2,0.0034901586
30,0,V1,0.0034636217
30,0,V2,0.0034901581
30,0,V1,0.0034636213
30,0,V2,0.003490158
30,0,V1,0.0034636215
30,0,V2,0.003490158
30,0,V1,0.0034636222
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.003490158
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901588
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636215
30,0,V2,0.0034901581
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.003490158
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901581
30,0,V1,0.0034636217
30,0,V2,0.003490159
30,0,V1,0.0034636213
30,0,V2,0.0034901581
30,0,V1,0.0034636224
30,0,V2,0.0034901588
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636222
30,0,V2,0.0034901588
30,0,V1,0.0034636215
30,0,V2,0.0034901586
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636222
30,0,V2,0.0034901586
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901586
30,0,V1,0.0034636208
30,0,V2,0.0034901584
30,0,V1,0.003463622
30,0,V2,0.0034901581
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.003463622
30,0,V2,0.0034901586
30,0,V1,0.0034636215
30,0,V2,0.003490158
30,0,V1,0.0034636208
30,0,V2,0.0034901588
30,1,V1,0.0034636215
30,1,V2,0.0034901577
30,1,V1,0.003463621
30,1,V2,0.003490158
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901588
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901586
30,1,V1,0.0034636213
30,1,V2,0.0034901586
30,1,V1,0.0034636217
30,1,V2,0.0034901581
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.0034636215
30,1,V2,0.003490158
30,1,V1,0.0034636215
30,1,V2,0.0034901577
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.003463621
30,1,V2,0.0034901577
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636215
30,1,V2,0.0034901581
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.003490158
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901586
30,1,V1,0.0034636222
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901577
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636222
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901577
30,1,V1,0.0034636215
30,1,V2,0.0034901586
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.003463621
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901588
30,1,V1,0.0034636208
30,1,V2,0.0034901584
30,1,V1,0.003463621
30,1,V2,0.0034901581
30,1,V1,0.0034636222
30,1,V2,0.0034901586
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901588
30,1,V1,0.0034636215
30,1,V2,0.0034901581
30,1,V1,0.0034636213
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.003463622
30,1,V2,0.0034901581
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901593
30,1,V1,0.0034636208
30,1,V2,0.0034901581
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.003463621
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636222
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901588
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901581
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.003490158
30,1,V1,0.0034636217
30,1,V2,0.0034901586
30,1,V1,0.0034636217
30,1,V2,0.0034901577
30,1,V1,0.0034636217
30,1,V2,0.0034901586
30,1,V1,0.0034636215
30,1,V2,0.003490158
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.003463622
30,1,V2,0.0034901581
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901586
30,1,V1,0.0034636217
30,1,V2,0.0034901588
30,1,V1,0.0034636215
30,1,V2,0.0034901581
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636222
30,1,V2,0.0034901584
30,1,V1,0.003463622
30,1,V2,0.0034901584
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636217
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636208
30,1,V2,0.0034901581
30,1,V1,0.0034636213
30,1,V2,0.003490158
30,1,V1,0.0034636213
30,1,V2,0.0034901581
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.003463621
30,1,V2,0.0034901588
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636222
30,1,V2,0.0034901586
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901586
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636208
30,1,V2,0.0034901584
30,1,V1,0.0034636215
30,1,V2,0.0034901588
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.003490158
30,1,V1,0.0034636222
30,1,V2,0.0034901586
30,1,V1,0.0034636213
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901586
30,1,V1,0.0034636215
30,1,V2,0.0034901584
30,1,V1,0.0034636217
30,1,V2,0.0034901584
30,1,V1,0.0034636215
30,1,V2,0.003490158
30,1,V1,0.0034636215
30,1,V2,0.0034901586
30,1,V1,0.0034636222
30,1,V2,0.0034901584
30,1,V1,0.0034636208
30,1,V2,0.0034901584
30,1,V1,0.0034636213
30,1,V2,0.0034901586
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.009106806
30,2,V2,0.009507922
30,2,V1,0.01156225
30,2,V2,0.013128411
30,2,V1,0.0034636215
30,2,V2,0.0034901586
30,2,V1,0.0034636217
30,2,V2,0.0034901588
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901586
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.0034636215
30,2,V2,0.0034901586
30,2,V1,0.0034636215
30,2,V2,0.0034901593
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.0034901586
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901588
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636222
30,2,V2,0.0034901581
30,2,V1,0.0034636222
30,2,V2,0.0034901577
30,2,V1,0.00824802
30,2,V2,0.008074116
30,2,V1,0.0034636217
30,2,V2,0.003490158
30,2,V1,0.0034636217
30,2,V2,0.0034901588
30,2,V1,0.0034636213
30,2,V2,0.0034901588
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636217
30,2,V2,0.0034901588
30,2,V1,0.0034636222
30,2,V2,0.0034901577
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.003463621
30,2,V2,0.0034901584
30,2,V1,0.009627662
30,2,V2,0.010540321
30,2,V1,0.0034636215
30,2,V2,0.0034901588
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636215
30,2,V2,0.0034901588
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901586
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636215
30,2,V2,0.0034901586
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.008413527
30,2,V2,0.007943289
30,2,V1,0.013264887
30,2,V2,0.011554775
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.0034901588
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.0034901586
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636215
30,2,V2,0.0034901581
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.003463621
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901588
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636215
30,2,V2,0.0034901581
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636222
30,2,V2,0.0034901584
30,2,V1,0.008102529
30,2,V2,0.008187519
30,2,V1,0.003463621
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.003490158
30,2,V1,0.0034636217
30,2,V2,0.0034901588
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901577
30,2,V1,0.0034636215
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901588
30,2,V1,0.0034636213
30,2,V2,0.0034901581
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.0034901586
30,2,V1,0.0034636208
30,2,V2,0.0034901581
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.0034636213
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901584
30,2,V1,0.0034636217
30,2,V2,0.0034901581
30,2,V1,0.008412111
30,2,V2,0.007960685
30,2,V1,0.003463622
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.003463621
30,2,V2,0.0034901584
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.0034636208
30,2,V2,0.003490158
30,2,V1,0.0034636213
30,2,V2,0.0034901577
30,2,V1,0.0034636215
30,2,V2,0.0034901584
30,2,V1,0.016145976
30,2,V2,0.014885569
30,2,V1,0.0034636215
30,2,V2,0.0034901577
30,2,V1,0.0034636217
30,2,V2,0.0034901586
30,2,V1,0.0034636215
30,2,V2,0.0034901584
35,0,V1,0.0034636224
35,0,V2,0.0034901586
35,0,V1,0.0034636217
35,0,V2,0.0034901586
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.0034636215
35,0,V2,0.0034901577
35,0,V1,0.0034636217
35,0,V2,0.0034901586
35,0,V1,0.0034636217
35,0,V2,0.003490157
35,0,V1,0.0034636213
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.003490158
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.003490158
35,0,V1,0.0034636215
35,0,V2,0.0034901586
35,0,V1,0.0034636222
35,0,V2,0.0034901586
35,0,V1,0.0034636217
35,0,V2,0.0034901588
35,0,V1,0.0034636217
35,0,V2,0.0034901586
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636213
35,0,V2,0.0034901588
35,0,V1,0.0034636215
35,0,V2,0.0034901581
35,0,V1,0.0034636217
35,0,V2,0.0034901581
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.0034901588
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.003490158
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.003463622
35,0,V2,0.003490158
35,0,V1,0.0034636217
35,0,V2,0.0034901586
35,0,V1,0.0034636217
35,0,V2,0.0034901586
35,0,V1,0.0034636222
35,0,V2,0.0034901581
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.0034636222
35,0,V2,0.0034901581
35,0,V1,0.0034636222
35,0,V2,0.0034901581
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.0034636215
35,0,V2,0.003490158
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901586
35,0,V1,0.0034636222
35,0,V2,0.0034901581
35,0,V1,0.0034636224
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.003463622
35,0,V2,0.0034901584
35,0,V1,0.003463622
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.0034901581
35,0,V1,0.0034636213
35,0,V2,0.0034901581
35,0,V1,0.0034636217
35,0,V2,0.0034901588
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.0034636222
35,0,V2,0.0034901586
35,0,V1,0.0034636222
35,0,V2,0.0034901581
35,0,V1,0.0034636222
35,0,V2,0.0034901588
35,0,V1,0.0034636222
35,0,V2,0.0034901588
35,0,V1,0.0034636222
35,0,V2,0.0034901581
35,0,V1,0.003463622
35,0,V2,0.0034901586
35,0,V1,0.0034636217
35,0,V2,0.0034901588
35,0,V1,0.003463622
35,0,V2,0.003490158
35,0,V1,0.0034636213
35,0,V2,0.003490158
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901588
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636213
35,0,V2,0.003490158
35,0,V1,0.0034636213
35,0,V2,0.0034901586
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.003463622
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.003490158
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901586
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.003463622
35,0,V2,0.0034901584
35,0,V1,0.0034636213
35,0,V2,0.0034901588
35,0,V1,0.0034636213
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.0034901588
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636213
35,0,V2,0.0034901577
35,0,V1,0.0034636222
35,0,V2,0.003490158
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.003490158
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636213
35,0,V2,0.0034901577
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.0034901586
35,0,V1,0.0034636217
35,0,V2,0.0034901584
35,0,V1,0.0034636224
35,0,V2,0.0034901586
35,0,V1,0.0034636213
35,0,V2,0.0034901584
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.003463622
35,0,V2,0.0034901588
35,0,V1,0.0034636222
35,0,V2,0.0034901595
35,0,V1,0.0034636215
35,0,V2,0.0034901584
35,0,V1,0.0034636222
35,0,V2,0.0034901584
35,0,V1,0.0034636217
35,0,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901586
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,1,V1,0.0034636215
35,1,V2,0.003490158
35,1,V1,0.0034636215
35,1,V2,0.0034901581
35,1,V1,0.0034636222
35,1,V2,0.0034901581
35,1,V1,0.0034636222
35,1,V2,0.0034901577
35,1,V1,0.0034636215
35,1,V2,0.003490158
35,1,V1,0.0034636222
35,1,V2,0.003490158
35,1,V1,0.0034636222
35,1,V2,0.0034901581
35,1,V1,0.003463622
35,1,V2,0.0034901586
35,1,V1,0.0034636215
35,1,V2,0.0034901588
35,1,V1,0.0034636213
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636215
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.003490159
35,1,V1,0.0034636215
35,1,V2,0.0034901574
35,1,V1,0.0034636215
35,1,V2,0.0034901584
35,1,V1,0.003463622
35,1,V2,0.0034901584
35,1,V1,0.0034636215
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901581
35,1,V1,0.0034636215
35,1,V2,0.0034901584
35,1,V1,0.0034636215
35,1,V2,0.0034901588
35,1,V1,0.003463622
35,1,V2,0.0034901586
35,1,V1,0.003463622
35,1,V2,0.003490158
35,1,V1,0.003463622
35,1,V2,0.003490158
35,1,V1,0.0034636224
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.003463622
35,1,V2,0.0034901588
35,1,V1,0.0034636217
35,1,V2,0.0034901588
35,1,V1,0.003463622
35,1,V2,0.0034901588
35,1,V1,0.0034636217
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901577
35,1,V1,0.0034636222
35,1,V2,0.0034901588
35,1,V1,0.0034636215
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.0034901586
35,1,V1,0.0034636213
35,1,V2,0.0034901584
35,1,V1,0.003463622
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901588
35,1,V1,0.0034636215
35,1,V2,0.0034901584
35,1,V1,0.003463622
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636215
35,1,V2,0.0034901574
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901581
35,1,V1,0.003463622
35,1,V2,0.0034901581
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.0034901588
35,1,V1,0.0034636213
35,1,V2,0.0034901577
35,1,V1,0.0034636222
35,1,V2,0.003490158
35,1,V1,0.0034636217
35,1,V2,0.003490158
35,1,V1,0.0034636213
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636213
35,1,V2,0.0034901586
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.003490158
35,1,V1,0.0034636217
35,1,V2,0.0034901577
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,1,V1,0.0034636215
35,1,V2,0.0034901586
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.003463622
35,1,V2,0.003490158
35,1,V1,0.0034636222
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901586
35,1,V1,0.003463622
35,1,V2,0.003490158
35,1,V1,0.0034636213
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901577
35,1,V1,0.0034636217
35,1,V2,0.0034901577
35,1,V1,0.0034636222
35,1,V2,0.0034901581
35,1,V1,0.0034636213
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.003490158
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.0034901588
35,1,V1,0.0034636217
35,1,V2,0.0034901581
35,1,V1,0.0034636215
35,1,V2,0.0034901581
35,1,V1,0.0034636222
35,1,V2,0.0034901581
35,1,V1,0.0034636217
35,1,V2,0.0034901588
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,1,V1,0.0034636213
35,1,V2,0.0034901584
35,1,V1,0.003463622
35,1,V2,0.0034901581
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,1,V1,0.0034636217
35,1,V2,0.003490158
35,1,V1,0.0034636222
35,1,V2,0.0034901588
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636213
35,1,V2,0.003490158
35,1,V1,0.0034636215
35,1,V2,0.0034901586
35,1,V1,0.0034636217
35,1,V2,0.0034901577
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901588
35,1,V1,0.003463622
35,1,V2,0.003490158
35,1,V1,0.0034636215
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901584
35,1,V1,0.0034636222
35,1,V2,0.0034901577
35,1,V1,0.0034636215
35,1,V2,0.0034901581
35,1,V1,0.0034636222
35,1,V2,0.003490158
35,1,V1,0.0034636217
35,1,V2,0.0034901584
35,2,V1,0.0034636217
35,2,V2,0.0034901584
35,2,V1,0.0034636222
35,2,V2,0.0034901581
35,2,V1,0.0034636222
35,2,V2,0.0034901581
35,2,V1,0.0034636215
35,2,V2,0.0034901584
35,2,V1,0.009120544
35,2,V2,0.009518161
35,2,V1,0.011562101
35,2,V2,0.013143372
35,2,V1,0.0034636213
35,2,V2,0.0034901588
35,2,V1,0.0034636215
35,2,V2,0.0034901588
35,2,V1,0.0034636217
35,2,V2,0.0034901581
35,2,V1,0.0034636213
35,2,V2,0.0034901584
35,2,V1,0.003463622
35,2,V2,0.0034901581
35,2,V1,0.0034636215
35,2,V2,0.0034901584
35,2,V1,0.0034636226
35,2,V2,0.0034901581
35,2,V1,0.0034636222
35,2,V2,0.0034901584
35,2,V1,0.0034636222
35,2,V2,0.0034901577
35,2,V1,0.003463622
35,2,V2,0.0034901584
35,2,V1,0.0034636222
35,2,V2,0.0034901586
35,2,V1,0.0034636215
35,2,V2,0.0034901584
35,2,V1,0.0034636217
35,2,V2,0.003490158
35,2,V1,0.0034636222
35,2,V2,0.003490158
35,2,V1,0.0034636222
35,2,V2,0.0034901584
